Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
JETD,MAX Airlines -3X Inverse Leveraged ETNs,Equity,"$2,528,190",-39.21%,"17,789",$7.32,-12.75%,Yes,-3x,-12.52%,-2.66%,-71.37%,N/A,N/A,"$1,273,212.37",$0.00,$0.00,"$1,273,212.37","$1,273,212.37","$1,273,212.37",Inverse Equities,2023-06-21,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,0,N/A,40%,20%,1099,$6.75,$8.81,$7.04,$7.87,40.07,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DRAY,YieldMax DKNG Option Income Strategy ETF,Equity,"$2,520,820",N/A,N/A,$50.92,1.23%,No,False,-1.77%,1.66%,N/A,N/A,N/A,"$2,522,627.50",$0.00,"$1,272,677.50","$2,522,627.50","$2,522,627.50","$2,522,627.50",N/A,2025-07-14,0.99%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,6,100.00%,40%,20%,1099,$49.91,$52.46,$50.74,$51.01,53.17,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MCHS,Matthews China Discovery Active ETF,Equity,"$2,520,480",23.33%,452,$31.63,0.64%,No,False,1.33%,6.60%,38.50%,N/A,N/A,$0.00,$0.00,$0.00,"-$2,222,240.00","-$199,520.00","-$199,520.00",N/A,2024-01-10,0.79%,N/A,$1.40,2024-12-18,$1.40,4.44%,N/A,N/A,59,35.46%,40%,20%,1099,$30.59,$31.67,$31.63,$31.63,66.11,C+,C+,N/A,C+,C,N/A,4.64,32.85%,15.82%,215.23,1.29%,5.05%
CSCS,Direxion Daily CSCO Bear 1X ETF,Equity,"$2,513,910",N/A,N/A,$23.78,-1.04%,No,False,-5.45%,-4.48%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2025-06-25,0.97%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,40%,20%,1099,$23.84,$25.57,$23.78,$23.78,40.23,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GEND,Genter Capital Dividend Income ETF,Equity,"$2,507,830",N/A,"3,527",$11.06,1.37%,No,False,1.71%,1.70%,N/A,N/A,N/A,"$2,359,213.20",$0.00,"$1,846,486.70","$2,359,213.20","$2,359,213.20","$2,359,213.20",N/A,2024-12-27,0.38%,N/A,$0.15,2025-06-27,$0.08,1.34%,N/A,N/A,36,39.48%,40%,20%,1099,$10.76,$11.05,$11.04,$11.07,61.61,N/A,N/A,N/A,N/A,N/A,N/A,6.39,30.31%,49.14%,303.5,14.56%,2.23%
SCC,ProShares UltraShort Consumer Discretionary,Equity,"$2,480,020",-9.65%,"13,830",$16.35,-2.33%,Yes,-2x,-6.67%,-4.42%,-45.99%,-25.70%,-22.23%,"$2,452,788.76","$175,379.00","$2,461.00","$1,630,250.76","$889,211.34","$2,349,955.61",Inverse Equities,2007-01-30,0.95%,N/A,$0.51,2025-06-25,$0.26,3.02%,0.00,-2.01,1,100.00%,40%,20%,1099,$16.09,$17.81,$16.25,$16.54,40.64,C+,B+,B+,B+,B-,B,0.0,N/A,N/A,N/A,N/A,N/A
RNTY,YieldMax Target 12 Real Estate Option Income ETF,Equity,"$2,478,710",N/A,956,$49.81,0.26%,No,False,-1.59%,-2.55%,N/A,N/A,N/A,"$2,499,950.00",$0.00,$0.00,"$2,499,950.00","$2,499,950.00","$2,499,950.00",N/A,2025-04-16,0.99%,N/A,$1.55,2025-08-06,$0.51,3.00%,N/A,N/A,29,45.62%,40%,20%,1099,$49.45,$52.29,$49.60,$49.91,41.36,N/A,N/A,N/A,N/A,N/A,N/A,6.11,58.77%,38.39%,83.9,0.00%,14.43%
EMTY,ProShares Decline of the Retail Store ETF,Equity,"$2,467,980",-8.97%,"5,011",$11.53,-1.96%,Yes,-1x,-3.67%,-4.67%,-15.99%,-4.15%,-14.89%,"-$720,833.00",$0.00,$0.00,"-$974,774.00","-$13,624,875.00","-$15,296,780.12",Inverse Equities,2017-11-14,0.65%,N/A,$0.68,2025-06-25,$0.11,5.68%,0.00,-1.15,1,100.00%,40%,20%,1099,$11.43,$12.31,$11.48,$11.63,37.20,N/A,A,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RNWZ,TrueShares Eagle Global Renewable Energy Income ETF,Equity,"$2,458,750",20.99%,444,$24.74,0.57%,No,False,-0.57%,1.70%,9.70%,N/A,N/A,"-$266,335.00",$0.00,$0.00,"-$271,399.00","$2,468,814.24","$2,468,814.24",Alternative Energy Equities,2022-12-08,0.75%,N/A,$0.59,2025-06-26,$0.23,2.42%,0.00,-0.95,24,59.35%,40%,20%,1099,$24.25,$25.19,$24.74,$24.74,55.49,C,B-,N/A,N/A,B,N/A,7.51,99.51%,88.99%,1076.84,57.86%,13.77%
FRDU,Direxion Daily F Bull 2X ETF,Equity,"$2,423,870",N/A,N/A,$25.63,1.50%,No,False,5.42%,-0.85%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2025-07-23,0.97%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,40%,20%,1099,N/A,N/A,$25.26,$25.93,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UBR,ProShares Ultra MSCI Brazil Capped,Equity,"$2,392,430",52.23%,"1,942",$20.68,5.13%,No,2x,9.52%,4.89%,-7.24%,-5.52%,-2.78%,"$135,148.00",$0.00,$0.00,"-$715,859.00","-$2,447,857.00","-$3,329,069.93",Leveraged Equities,2010-04-29,0.95%,N/A,$0.97,2025-06-25,$0.16,5.18%,0.00,1.89,2,100.00%,40%,20%,1099,$17.83,$20.46,$20.68,$20.68,57.15,C+,B+,C,B+,C,C+,0.0,N/A,N/A,N/A,N/A,N/A
XOMZ,Direxion Daily XOM Bear 1X Shares,Equity,"$2,376,040",N/A,0,$25.37,-0.28%,No,False,1.10%,8.92%,N/A,N/A,N/A,"$2,500,000.00",$0.00,$0.00,"$2,500,000.00","$2,500,000.00","$2,500,000.00",N/A,2025-04-23,0.97%,N/A,$0.14,2025-06-24,$0.14,0.57%,N/A,N/A,1,100.00%,40%,20%,1099,$23.54,$25.70,N/A,N/A,58.29,N/A,N/A,N/A,N/A,N/A,N/A,5.29,20.63%,23.63%,1.56,0.00%,0.00%
PMJA,PGIM S&P 500 Max Buffer ETF - January,Equity,"$2,341,830",N/A,0,$26.03,0.19%,No,False,0.47%,0.89%,N/A,N/A,N/A,"$246,990.00",$0.00,$0.00,"$246,990.00","$246,990.00","$246,990.00",N/A,2024-12-31,0.50%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$25.81,$26.02,$26.03,$26.03,71.24,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ARVR,First Trust Indxx Metaverse ETF,Equity,"$2,332,490",25.37%,373,$47.79,1.98%,No,False,2.69%,2.54%,40.25%,19.32%,N/A,"-$1,927,000.00",$0.00,$0.00,"-$1,936,650.00","-$1,424,150.00","$1,575,850.00",Technology Equities,2022-04-19,0.70%,N/A,$0.28,2024-12-13,$0.28,0.59%,19.97,-1.30,43,33.45%,40%,20%,1099,$45.94,$47.98,$47.79,$47.79,63.55,N/A,C+,N/A,N/A,B+,N/A,6.5,53.20%,53.35%,36.23,1.09%,4.88%
SNOU,T-REX 2X Long SNOW Daily Target ETF,Equity,"$2,329,740",N/A,"13,497",$39.64,2.35%,No,False,-11.73%,-17.41%,N/A,N/A,N/A,"$2,038,896.00","$388,290.00","-$60,099.00","$2,038,896.00","$2,038,896.00","$2,038,896.00",N/A,2025-04-24,1.50%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$39.64,$56.14,$38.32,$40.35,38.41,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
REAI,Intelligent Real Estate ETF,Equity,"$2,326,650",-6.39%,"3,253",$18.96,1.83%,No,False,-0.33%,-3.78%,-5.54%,N/A,N/A,"-$938,232.50",$0.00,"$976,200.00","-$943,112.50","$2,627,835.00","$2,627,835.00",N/A,2023-06-12,0.59%,N/A,$0.94,2025-07-29,$0.31,4.94%,N/A,N/A,64,17.69%,40%,20%,1099,$18.44,$19.97,$18.96,$18.96,46.38,C,B,B-,C+,A-,N/A,4.49,0.54%,13.58%,51.7,1.54%,15.07%
MUD,Direxion Daily MU Bear 1X Shares,Equity,"$2,306,570",-46.55%,"17,892",$14.88,-3.31%,No,False,-15.07%,-3.81%,N/A,N/A,N/A,"-$256,725.00",$0.00,"-$858,450.00","$1,128,575.00","$1,128,575.00","$1,128,575.00",N/A,2024-10-10,0.97%,N/A,$0.56,2025-06-24,$0.21,3.79%,N/A,N/A,2,100.00%,40%,20%,1099,$15.49,$18.53,$14.71,$15.15,35.40,N/A,N/A,N/A,N/A,N/A,N/A,5.47,52.38%,25.87%,1.56,0.00%,0.00%
SAWG,AAM Sawgrass US Large Cap Quality Growth ETF,Equity,"$2,300,580",5.45%,155,$21.10,1.01%,No,False,1.58%,2.77%,14.48%,N/A,N/A,"$414,863.00","$209,144.00","$209,144.00","$1,386,722.00","$2,136,703.25","$2,136,703.25",N/A,2024-07-30,0.49%,N/A,$0.03,2024-12-31,$0.03,0.15%,N/A,N/A,45,46.90%,40%,20%,1099,$20.53,$21.15,$21.10,$21.10,60.87,N/A,B+,N/A,N/A,N/A,N/A,6.65,78.83%,60.03%,32.21,6.83%,8.35%
DESK,VanEck Office and Commercial REIT ETF,Equity,"$2,275,080",-7.45%,311,$38.87,2.42%,No,False,-0.46%,-4.51%,3.74%,N/A,N/A,"$427,692.40",$0.00,$0.00,"$1,294,231.80","$1,588,686.10","$1,588,686.10",N/A,2023-09-19,0.52%,N/A,$1.67,2025-07-01,$0.33,4.20%,N/A,N/A,26,65.79%,40%,20%,1099,$38.00,$40.86,$38.87,$38.87,47.26,C,B+,N/A,C,A-,N/A,5.16,7.74%,22.12%,60.38,0.00%,57.21%
PMJL,PGIM S&P 500 Max Buffer ETF - July,Equity,"$2,271,720",N/A,N/A,$25.25,0.16%,No,False,0.44%,0.71%,N/A,N/A,N/A,"$250,190.00",$0.00,$0.00,"$250,190.00","$250,190.00","$250,190.00",N/A,2025-07-01,0.50%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$25.06,$25.24,$25.25,$25.25,67.65,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TSEP,FT Vest Emerging Market Buffer ETF - September,Equity,"$2,231,640",14.54%,"2,105",$22.53,0.94%,No,False,1.66%,2.95%,N/A,N/A,N/A,"$68,050.00",$0.00,$0.00,"$2,084,800.00","$2,084,800.00","$2,084,800.00",N/A,2024-09-20,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$21.96,$22.50,$22.49,$22.56,66.79,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LGCF,Themes US Cash Flow Champions ETF,Equity,"$2,225,500",7.17%,252,$32.14,1.07%,No,False,1.31%,-0.25%,13.98%,N/A,N/A,"-$1,916.00",$0.00,$0.00,"$1,227,965.00","$2,006,365.00","$2,006,365.00",N/A,2023-12-13,0.29%,N/A,$0.36,2024-12-24,$0.36,1.11%,N/A,N/A,77,41.57%,40%,20%,1099,$31.37,$32.37,$32.14,$32.14,55.95,N/A,N/A,N/A,N/A,N/A,N/A,6.26,44.25%,43.87%,73.13,2.27%,1.33%
KMLI,KraneShares 2x Long MELI Daily ETF,Equity,"$2,225,480",N/A,N/A,$23.35,4.52%,No,False,-5.69%,-5.22%,N/A,N/A,N/A,"$2,500,494.93",$73.78,$926.48,"$2,500,494.93","$2,500,494.93","$2,500,494.93",N/A,2025-06-11,1.26%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$22.87,$25.25,$22.70,$23.87,46.68,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PEVC,Pacer PE/VC ETF,Equity,"$2,195,010",N/A,"1,206",$27.88,1.79%,No,False,4.07%,4.77%,N/A,N/A,N/A,"$1,994,375.07",$0.00,$0.00,"$1,994,375.07","$1,994,375.07","$1,994,375.07",N/A,2025-02-03,0.85%,N/A,$0.04,2025-06-05,$0.03,0.14%,N/A,N/A,215,40.49%,40%,20%,1099,$26.62,$27.85,$27.88,$27.88,61.74,N/A,N/A,N/A,N/A,N/A,N/A,6.26,45.14%,44.07%,61.95,11.17%,4.12%
BOED,Direxion Daily BA Bear 1X Shares,Equity,"$2,182,780",N/A,"7,291",$17.30,-3.03%,No,False,-3.23%,-2.40%,N/A,N/A,N/A,"$2,985,122.55",$0.00,$0.00,"$2,985,122.55","$2,985,122.55","$2,985,122.55",N/A,2025-04-23,0.97%,N/A,$0.13,2025-06-24,$0.13,0.76%,N/A,N/A,1,100.00%,40%,20%,1099,$17.00,$18.21,$17.24,$17.42,37.55,N/A,N/A,N/A,N/A,N/A,N/A,5.18,9.52%,22.34%,1.56,0.00%,0.00%
DKNX,Defiance Daily Target 2X Long DKNG ETF,Equity,"$2,150,270",N/A,N/A,$17.54,2.27%,No,False,-8.54%,-9.18%,N/A,N/A,N/A,"$2,347,700.00","$1,347,720.00","$2,347,700.00","$2,347,700.00","$2,347,700.00","$2,347,700.00",N/A,2025-07-30,1.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,$17.23,$17.69,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AKAF,Frontier Economic Fund,Equity,"$2,111,160",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$2,059,064.90","$1,055,090.00","$1,055,090.00","$2,059,064.90","$2,059,064.90","$2,059,064.90",N/A,2025-06-25,0.20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140,21.67%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DYLG,Global X Dow 30 Covered Call & Growth ETF,Equity,"$2,086,910",3.62%,"1,534",$26.34,1.04%,No,False,0.85%,0.49%,13.45%,N/A,N/A,"$211,862.37",-$442.84,-$45.87,"$211,724.57","$1,971,387.38","$1,971,387.38",N/A,2023-07-25,0.35%,N/A,$4.39,2025-07-21,$0.08,16.68%,N/A,N/A,32,54.62%,40%,20%,1099,$25.93,$26.50,$26.34,$26.35,56.44,C,A-,B-,B+,A-,N/A,6.94,90.76%,71.48%,22.41,19.69%,4.23%
QPUX,Defiance 2X Daily Long Pure Quantum ETF,Equity,"$2,083,400",N/A,N/A,$21.32,2.45%,No,False,N/A,11.62%,N/A,N/A,N/A,"$1,955,295.00","$1,955,295.00","$1,955,295.00","$1,955,295.00","$1,955,295.00","$1,955,295.00",N/A,2025-08-06,1.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,1,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TJUN,FT Vest Emerging Markets Buffer ETF June,Equity,"$2,080,840",N/A,N/A,$21.00,0.91%,No,False,1.59%,2.36%,N/A,N/A,N/A,"$2,044,850.00",$0.00,"$1,044,850.00","$2,044,850.00","$2,044,850.00","$2,044,850.00",N/A,2025-06-20,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$20.51,$21.01,$20.93,$21.04,69.35,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SDD,ProShares UltraShort SmallCap600,Equity,"$2,060,350",-4.35%,"7,727",$14.39,-6.62%,Yes,-2x,-6.22%,-2.22%,-17.23%,-11.97%,-24.57%,"$159,987.00",$0.00,"$151,310.00","$314,353.00","-$1,729,118.00","-$356,608.18",Inverse Equities,2007-01-23,0.95%,N/A,$0.67,2025-06-25,$0.15,4.45%,0.00,-2.17,1,100.00%,40%,20%,1099,$14.28,$15.89,$14.30,$14.57,40.77,C,B-,A-,B+,B-,C+,0.0,N/A,N/A,N/A,N/A,N/A
XXCH,Direxion Daily MSCI Emerging Markets ex China Bull 2X Shares,Equity,"$2,044,600",31.46%,"2,186",$27.91,2.31%,No,False,4.76%,4.08%,17.29%,N/A,N/A,"-$1,816,600.00","-$687,100.00","-$4,100.00","-$533,475.00","-$533,475.00","-$533,475.00",N/A,2024-02-07,1.15%,N/A,$3.06,2025-06-24,$0.25,11.12%,N/A,N/A,2,100.00%,40%,20%,1099,$26.10,$28.05,$27.86,$27.94,62.18,C,C,N/A,C,B-,N/A,6.0,39.27%,35.50%,317.62,1.94%,2.00%
XTR,Global X S&P 500 Tail Risk ETF,Equity,"$2,034,300",7.55%,489,$29.35,1.14%,No,False,2.20%,2.74%,17.22%,12.41%,N/A,"-$313,629.21",$34.17,$347.71,"-$313,871.61","-$1,706,625.90","$1,819,325.29",N/A,2021-08-25,0.25%,N/A,$5.66,2025-06-27,$0.11,19.68%,17.72,0.77,504,38.53%,40%,20%,1099,$28.49,$29.31,$29.34,$29.37,64.86,C,A-,A-,B+,B,N/A,6.24,73.70%,42.98%,93.62,12.34%,8.83%
BOBP,CORE16 Best of Breed Premier Index ETF,Equity,"$2,030,490",N/A,N/A,$25.74,1.50%,No,False,1.18%,2.59%,N/A,N/A,N/A,"$1,889,790.81",$460.17,"-$4,338,955.33","$1,889,790.81","$1,889,790.81","$1,889,790.81",N/A,2025-05-20,0.70%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,52,28.71%,40%,20%,1099,$25.14,$25.70,$25.59,$25.81,60.56,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HWSM,Hotchkis & Wiley SMID Cap Diversified Value Fund,Equity,"$2,022,400",N/A,0,$25.94,2.57%,No,False,2.24%,0.78%,N/A,N/A,N/A,"$1,911,475.49","-$504,800.00",$400.00,"$1,911,475.49","$1,911,475.49","$1,911,475.49",N/A,2025-03-31,0.55%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,166,11.78%,40%,20%,1099,$24.87,$26.27,$25.94,$25.94,57.02,N/A,N/A,N/A,N/A,N/A,N/A,6.35,74.07%,47.30%,170.59,6.98%,5.84%
FGSI,FT Vest Growth Strength & Target Income ETF,Equity,"$2,020,640",N/A,N/A,$20.45,1.24%,No,False,-0.31%,1.02%,N/A,N/A,N/A,"$2,000,000.00",$0.00,$0.00,"$2,000,000.00","$2,000,000.00","$2,000,000.00",N/A,2025-06-26,0.85%,N/A,$0.13,2025-07-22,$0.13,0.63%,N/A,N/A,52,22.79%,40%,20%,1099,$20.12,$20.97,$20.41,$20.47,54.71,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DVQQ,WEBs Defined Volatility QQQ ETF,Equity,"$2,013,040",11.28%,405,$25.76,2.43%,No,False,6.68%,7.84%,N/A,N/A,N/A,"-$410,704.00",$0.00,$0.00,"-$410,704.00","-$410,704.00","-$410,704.00",N/A,2024-12-16,0.96%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$23.77,$25.55,$25.72,$25.78,66.10,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XYZG,Leverage Shares 2X Long XYZ Daily ETF,Equity,"$2,010,790",N/A,"21,789",$23.23,4.03%,No,False,-2.80%,27.28%,N/A,N/A,N/A,"$1,024,334.00",$0.00,"$602,357.50","$1,024,334.00","$1,024,334.00","$1,024,334.00",N/A,2025-04-04,0.75%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$20.53,$28.80,$22.83,$23.70,53.01,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
WDNA,WisdomTree BioRevolution Fund,Equity,"$2,010,750",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$2,169,691.00","$2,692,015.42",Health & Biotech Equities,2021-06-03,0.45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,24.79%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,B+,N/A,N/A,N/A,N/A,5.35,12.88%,24.34%,40.79,2.58%,18.45%
MDEV,First Trust Indxx Medical Devices ETF,Equity,"$2,000,540",-1.75%,286,$20.20,1.15%,No,False,1.29%,-1.29%,-1.36%,0.59%,N/A,"-$1,092,000.00",$0.00,$0.00,"-$1,092,000.00","-$244,000.00","-$24,578.50",Health & Biotech Equities,2021-06-22,0.70%,N/A,$0.00,N/A,N/A,0.00%,35.91,1.04,51,24.91%,40%,20%,1099,$19.43,$20.94,$20.20,$20.20,50.01,C,B-,C,B-,C,N/A,6.95,91.10%,71.95%,18.86,0.00%,16.62%
APED,STKd 100% MSTR & 100% COIN ETF,Equity,"$1,993,140",N/A,"3,819",$26.38,-0.64%,No,False,12.78%,-28.19%,N/A,N/A,N/A,"$1,825,902.50",$0.00,"$825,922.50","$1,825,902.50","$1,825,902.50","$1,825,902.50",N/A,2025-03-05,1.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$20.38,$43.20,$25.89,$26.80,44.95,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EGLE,Global X S&P 500 U.S. Revenue Leaders ETF,Equity,"$1,964,530",N/A,580,$28.35,1.07%,No,False,0.89%,1.15%,N/A,N/A,N/A,"$1,672,413.74",-$8.60,"$279,208.42","$1,672,413.74","$1,672,413.74","$1,672,413.74",N/A,2025-04-15,0.19%,N/A,$0.08,2025-06-27,$0.08,0.28%,N/A,N/A,375,32.98%,40%,20%,1099,$27.85,$28.67,$28.21,$28.42,58.20,N/A,N/A,N/A,N/A,N/A,N/A,6.46,66.48%,51.95%,122.33,18.26%,2.99%
DVSP,WEBs Defined Volatility SPY ETF,Equity,"$1,962,430",6.61%,497,$25.07,2.20%,No,False,4.47%,4.99%,N/A,N/A,N/A,"-$405,890.00",$0.00,$0.00,"-$405,890.00","-$405,890.00","-$405,890.00",N/A,2024-12-16,0.91%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$23.67,$25.07,$25.02,$25.09,64.02,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RXD,ProShares UltraShort Health Care,Equity,"$1,958,790",9.08%,"12,472",$12.84,-1.38%,Yes,-2x,2.22%,6.26%,31.50%,3.31%,-9.94%,"$124,864.00",$0.00,"-$237,462.00","$737,557.00","-$804,475.50","$891,498.92",Inverse Equities,2007-01-30,0.95%,N/A,$0.33,2025-06-25,$0.06,2.57%,0.00,-1.25,1,100.00%,40%,20%,1099,$11.75,$13.33,$12.76,$12.99,54.75,C+,B+,A-,A,B+,B,0.0,N/A,N/A,N/A,N/A,N/A
TEKX,SPDR Galaxy Transformative Tech Accelerators ETF,Equity,"$1,941,980",18.03%,652,$33.01,1.98%,No,False,2.83%,4.93%,N/A,N/A,N/A,"-$3,280,534.82","-$3,137.50","-$3,137.50","-$3,280,534.82","-$3,280,534.82","-$3,280,534.82",N/A,2024-09-09,0.65%,N/A,$0.97,2024-12-27,$0.97,2.94%,N/A,N/A,30,57.13%,40%,20%,1099,$31.57,$33.82,$32.80,$33.12,60.01,N/A,N/A,N/A,N/A,N/A,N/A,5.2,21.89%,22.53%,361.86,11.96%,3.89%
PTEC,Global X PropTech ETF,Equity,"$1,940,060",18.30%,281,$39.00,0.44%,No,False,-2.03%,3.00%,31.60%,N/A,N/A,$290.78,-$119.32,-$89.65,"-$1,739,760.49","$764,204.84","$764,204.84",N/A,2023-04-11,0.50%,N/A,$0.22,2025-06-27,$0.22,0.56%,N/A,N/A,30,65.41%,40%,20%,1099,$38.23,$40.38,$39.00,$39.00,54.43,C,B+,B-,C+,B+,N/A,6.82,73.48%,66.92%,5.69,0.00%,0.53%
REKT,Direxion Daily Crypto Industry Bear 1X Shares,Equity,"$1,937,820",-18.41%,"1,797",$19.11,-1.34%,No,False,-1.85%,-0.65%,-33.18%,N/A,N/A,"-$70,500.00",$0.00,$0.00,"-$826,800.00","-$86,525.00","-$86,525.00",N/A,2024-07-17,0.49%,N/A,$1.03,2025-06-24,$0.28,5.62%,N/A,N/A,1,100.00%,40%,20%,1099,$17.89,$19.77,N/A,N/A,44.37,N/A,B,N/A,N/A,N/A,N/A,5.44,46.03%,25.38%,1.83,0.23%,0.02%
IGME,Bitwise GME Option Income Strategy ETF,Equity,"$1,896,100",N/A,N/A,$38.68,1.82%,No,False,0.54%,-0.91%,N/A,N/A,N/A,"$1,643,440.00",$0.00,$0.00,"$1,643,440.00","$1,643,440.00","$1,643,440.00",N/A,2025-06-10,0.98%,N/A,$2.74,2025-07-25,$2.74,6.52%,N/A,N/A,3,100.00%,40%,20%,1099,$37.16,$40.21,$38.68,$38.68,40.16,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JPX,Defiance Daily Target 2X Long JPM ETF,Equity,"$1,890,200",N/A,N/A,$19.31,2.22%,Yes,-2x,0.78%,-3.60%,N/A,N/A,N/A,"$1,945,080.00","$945,100.00","$1,945,080.00","$1,945,080.00","$1,945,080.00","$1,945,080.00",Leveraged Equities,2025-07-24,1.31%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.47,4,100.00%,40%,20%,1099,N/A,N/A,$19.09,$19.75,"",C,N/A,A,B-,N/A,C+,0.0,N/A,N/A,N/A,N/A,N/A
RGTU,Tradr 2X Long RGTI Daily ETF,Equity,"$1,871,060",N/A,N/A,$48.26,3.92%,No,False,-3.52%,58.65%,N/A,N/A,N/A,"$1,126,645.50","$235,198.00","$699,120.00","$1,126,645.50","$1,126,645.50","$1,126,645.50",N/A,2025-06-23,1.30%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$37.59,$54.88,$45.27,$49.85,59.02,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
